CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-1174,Female,0,No,Yes,14,Yes,No phone service,DSL,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,30.37,425.18,Yes
CUST-1371,Male,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,Yes,One year,Yes,Mailed check,76.92,76.92,Yes
CUST-2027,Male,1,No,No,37,Yes,No,Fiber optic,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),23.95,886.15,No
CUST-1210,Female,0,Yes,No,11,No,No,DSL,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,75.46,830.06,Yes
CUST-1235,Female,0,No,No,17,Yes,Yes,DSL,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),48.83,830.11,Yes
CUST-1101,Female,0,Yes,No,14,Yes,No,Fiber optic,Yes,No,Yes,No,One year,Yes,Electronic check,46.1,645.4,Yes
CUST-2486,Female,0,No,No,37,Yes,Yes,DSL,No,No,No,No,One year,Yes,Bank transfer (automatic),41.22,1525.14,No
CUST-2402,Female,1,No,No,40,Yes,No,DSL,Yes,Yes,Yes,No,One year,Yes,Mailed check,73.0,2920.0,No
CUST-2447,Male,0,No,No,13,Yes,Yes,Fiber optic,Yes,Yes,No,No,Two year,No,Mailed check,47.7,620.1,No
CUST-1346,Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,Yes,No,Month-to-month,No,Electronic check,54.35,760.9,Yes
CUST-1139,Female,1,No,No,49,Yes,No,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,51.28,2512.72,Yes
CUST-2121,Female,0,Yes,Yes,28,Yes,No phone service,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),28.09,786.52,No
CUST-1499,Female,0,No,No,59,Yes,No,Fiber optic,No,No,No,Yes,Two year,Yes,Electronic check,95.17,5615.03,Yes
CUST-1370,Female,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.82,94.82,Yes
CUST-1198,Male,0,No,No,30,Yes,Yes,DSL,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),60.96,1828.8,Yes
CUST-2187,Female,0,No,Yes,57,Yes,No phone service,No,Yes,Yes,No,Yes,Two year,No,Mailed check,68.25,3890.25,No
CUST-2084,Female,0,No,No,43,Yes,No phone service,DSL,No,No,No,No,Month-to-month,No,Mailed check,58.23,2503.89,No
CUST-2401,Male,0,Yes,Yes,64,Yes,No phone service,DSL,Yes,No,Yes,No,Two year,Yes,Mailed check,72.33,4629.12,No
CUST-1059,Female,1,No,No,5,Yes,No,DSL,No,Yes,No,No,Month-to-month,No,Electronic check,97.44,487.2,Yes
CUST-1328,Female,0,Yes,Yes,7,Yes,No,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,76.8,537.6,Yes
CUST-1096,Female,0,Yes,No,10,No,No phone service,Fiber optic,No,No,Yes,Yes,One year,No,Mailed check,63.6,636.0,Yes
CUST-1312,Female,0,No,Yes,1,No,Yes,DSL,No,No,No,No,One year,Yes,Mailed check,77.63,77.63,Yes
CUST-2474,Male,1,No,No,37,Yes,No,Fiber optic,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),71.21,2634.77,No
CUST-1299,Female,0,No,No,1,No,No,DSL,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),107.23,107.23,Yes
CUST-1277,Female,0,No,No,14,Yes,No phone service,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,57.95,811.3,Yes
CUST-2424,Female,0,No,No,48,No,No,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),25.97,1246.56,No
CUST-2101,Male,0,Yes,No,34,Yes,No,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,63.36,2154.24,No
CUST-1439,Female,0,Yes,Yes,1,Yes,No,Fiber optic,Yes,No,Yes,Yes,Two year,Yes,Mailed check,24.31,24.31,Yes
CUST-2337,Female,0,No,Yes,18,Yes,No,DSL,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),104.14,1874.52,No
CUST-2070,Male,0,Yes,No,34,Yes,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,97.21,3305.14,No
CUST-2379,Male,0,Yes,No,7,Yes,No phone service,DSL,No,Yes,No,No,One year,No,Credit card (automatic),67.25,470.75,No
CUST-1261,Male,0,No,Yes,64,Yes,No phone service,Fiber optic,No,No,No,No,One year,Yes,Bank transfer (automatic),108.26,6928.64,Yes
CUST-2078,Male,0,No,Yes,36,No,Yes,DSL,Yes,Yes,No,No,Two year,Yes,Mailed check,65.39,2354.04,No
CUST-1023,Male,0,Yes,Yes,6,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),48.32,289.92,Yes
CUST-1030,Female,0,Yes,Yes,13,Yes,Yes,Fiber optic,No,No,No,No,One year,Yes,Electronic check,82.77,1076.01,Yes
CUST-2117,Female,0,Yes,Yes,26,Yes,No,DSL,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),69.11,1796.86,No
CUST-1010,Male,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.22,98.22,Yes
CUST-1221,Female,0,No,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.37,884.07,Yes
CUST-2320,Male,0,No,No,55,Yes,No,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),100.09,5504.95,No
CUST-1296,Female,0,Yes,Yes,20,Yes,No,Fiber optic,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),61.7,1234.0,Yes
CUST-1054,Female,0,Yes,Yes,12,Yes,No,Fiber optic,No,No,No,No,Month-to-month,No,Bank transfer (automatic),84.53,1014.36,Yes
CUST-2042,Female,0,No,No,16,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,93.64,1498.24,No
CUST-1209,Female,0,Yes,No,2,Yes,No,Fiber optic,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),57.31,114.62,Yes
CUST-2104,Female,0,No,Yes,61,Yes,No phone service,Fiber optic,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),89.46,5457.06,No
CUST-2192,Male,0,No,Yes,27,Yes,No,Fiber optic,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),52.2,1409.4,No
CUST-2162,Female,0,Yes,Yes,72,Yes,No,DSL,Yes,No,Yes,Yes,One year,No,Mailed check,33.92,2442.24,No
CUST-2366,Male,0,No,Yes,36,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),35.93,1293.48,No
CUST-1070,Female,0,Yes,No,20,No,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Credit card (automatic),29.81,596.2,Yes
CUST-2043,Male,0,No,No,27,Yes,Yes,DSL,No,Yes,No,No,Two year,No,Mailed check,28.13,759.51,No
CUST-1107,Female,0,No,No,19,No,Yes,DSL,No,No,Yes,No,Month-to-month,Yes,Mailed check,53.36,1013.84,Yes
CUST-1493,Female,0,No,No,2,No,No,DSL,No,No,Yes,No,Month-to-month,Yes,Electronic check,67.32,134.64,Yes
CUST-2090,Female,0,Yes,No,45,Yes,No,DSL,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),29.16,1312.2,No
CUST-2241,Male,0,No,No,55,Yes,No,DSL,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),25.47,1400.85,No
CUST-1292,Male,0,Yes,No,24,Yes,No,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,56.77,1362.48,Yes
CUST-1289,Male,0,No,No,12,Yes,No,Fiber optic,No,No,No,No,One year,Yes,Credit card (automatic),90.84,1090.08,Yes
CUST-2152,Male,0,No,Yes,31,Yes,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),28.92,896.52,No
CUST-1039,Male,0,No,No,8,Yes,No,Fiber optic,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),82.22,657.76,Yes
CUST-2089,Female,0,Yes,No,35,Yes,Yes,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),26.96,943.6,No
CUST-1307,Female,1,No,No,5,Yes,Yes,DSL,No,No,No,Yes,One year,No,Electronic check,90.26,451.3,Yes
CUST-2179,Female,0,Yes,No,46,Yes,No,DSL,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),53.87,2478.02,No
CUST-1066,Female,0,Yes,Yes,2,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,No,Electronic check,21.9,43.8,Yes
CUST-1275,Male,1,No,No,9,Yes,No,DSL,No,No,No,Yes,One year,Yes,Bank transfer (automatic),77.9,701.1,Yes
CUST-1067,Female,0,Yes,No,22,Yes,No,Fiber optic,No,Yes,Yes,No,Month-to-month,No,Electronic check,95.41,2099.02,Yes
CUST-1318,Female,0,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),100.83,201.66,Yes
CUST-2048,Male,0,Yes,No,53,Yes,Yes,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),61.52,3260.56,No
CUST-2498,Female,1,Yes,No,68,Yes,Yes,Fiber optic,No,No,No,Yes,One year,Yes,Credit card (automatic),37.62,2558.16,No
CUST-2214,Male,0,No,No,42,Yes,Yes,DSL,No,Yes,No,Yes,One year,Yes,Mailed check,109.45,4596.9,No
CUST-2253,Female,0,Yes,No,50,Yes,No phone service,DSL,Yes,Yes,No,No,One year,No,Credit card (automatic),60.62,3031.0,No
CUST-1327,Female,0,No,No,13,Yes,No,Fiber optic,No,No,Yes,Yes,Month-to-month,No,Mailed check,85.31,1109.03,Yes
CUST-1382,Male,0,Yes,No,13,Yes,Yes,DSL,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),60.23,782.99,Yes
CUST-1451,Female,0,Yes,No,11,Yes,No,Fiber optic,No,No,Yes,No,Month-to-month,No,Electronic check,84.48,929.28,Yes
CUST-2022,Female,0,Yes,No,40,Yes,No phone service,DSL,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),57.84,2313.6,No
CUST-1218,Female,0,No,No,14,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Mailed check,52.27,731.78,Yes
CUST-2287,Female,0,No,Yes,36,Yes,No phone service,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),69.43,2499.48,No
CUST-1436,Male,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,50.2,50.2,Yes
CUST-2264,Female,0,Yes,Yes,51,Yes,Yes,Fiber optic,No,Yes,Yes,No,Two year,No,Mailed check,31.49,1605.99,No
CUST-1088,Female,0,Yes,No,30,Yes,Yes,DSL,No,No,Yes,Yes,One year,No,Electronic check,107.02,3210.6,Yes
CUST-1063,Male,0,No,Yes,6,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),104.06,624.36,Yes
CUST-2326,Male,0,Yes,No,58,Yes,No phone service,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),52.52,3046.16,No
CUST-2216,Female,0,Yes,No,15,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Mailed check,35.69,535.35,No
CUST-1351,Female,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,94.59,2553.93,Yes
CUST-2436,Male,0,No,No,35,Yes,Yes,DSL,Yes,No,No,No,Two year,Yes,Electronic check,90.8,3178.0,No
CUST-1256,Female,0,Yes,Yes,38,Yes,No phone service,Fiber optic,No,No,No,Yes,One year,Yes,Credit card (automatic),63.84,2425.92,Yes
CUST-2135,Female,0,No,No,50,Yes,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),21.57,1078.5,No
CUST-2144,Male,0,No,No,40,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,No,Electronic check,70.56,2822.4,No
CUST-2054,Female,0,No,No,37,Yes,No,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),91.44,3383.28,No
CUST-2459,Male,0,No,No,52,Yes,No,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,46.42,2413.84,No
CUST-1168,Female,0,No,No,1,Yes,No,DSL,No,Yes,Yes,No,One year,No,Electronic check,50.07,50.07,Yes
CUST-2417,Female,0,Yes,Yes,39,No,No phone service,DSL,Yes,Yes,No,Yes,One year,No,Credit card (automatic),66.07,2576.73,No
CUST-2028,Male,0,Yes,No,32,Yes,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),73.55,2353.6,No
CUST-2323,Female,0,Yes,Yes,43,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),88.14,3790.02,No
CUST-2485,Male,0,Yes,No,33,Yes,No,Fiber optic,Yes,Yes,No,No,One year,Yes,Electronic check,67.01,2211.33,No
CUST-2316,Male,0,Yes,No,67,No,Yes,Fiber optic,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),61.48,4119.16,No
CUST-1086,Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,36.69,660.42,Yes
CUST-1432,Male,0,Yes,No,13,Yes,Yes,DSL,No,No,No,Yes,One year,No,Electronic check,31.26,406.38,Yes
CUST-1184,Female,0,Yes,Yes,4,Yes,No,No,No,No,Yes,No,One year,Yes,Electronic check,69.19,276.76,Yes
CUST-2478,Male,1,Yes,No,9,No,No,DSL,Yes,No,Yes,No,One year,No,Credit card (automatic),50.56,455.04,No
CUST-2034,Female,0,Yes,No,8,Yes,No phone service,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),107.71,861.68,No
CUST-1294,Male,0,Yes,No,1,Yes,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),107.29,107.29,Yes
CUST-2392,Female,0,No,No,17,Yes,Yes,DSL,Yes,Yes,No,No,One year,Yes,Electronic check,34.76,590.92,No
CUST-1425,Female,0,Yes,No,11,Yes,No,Fiber optic,No,No,Yes,No,Two year,Yes,Electronic check,65.45,719.95,Yes
CUST-2213,Female,0,Yes,Yes,49,Yes,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,95.88,4698.12,No
CUST-1260,Male,0,No,Yes,13,Yes,No,DSL,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.38,1291.94,Yes
CUST-1237,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,No,Mailed check,105.4,105.4,Yes
CUST-2059,Male,0,No,Yes,18,Yes,No,DSL,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),68.15,1226.7,No
CUST-2083,Male,0,No,No,51,No,No,No,No,Yes,No,No,One year,Yes,Electronic check,33.29,1697.79,No
CUST-1445,Female,0,Yes,No,41,Yes,No,Fiber optic,No,Yes,No,No,One year,No,Credit card (automatic),41.65,1707.65,Yes
CUST-2367,Female,0,No,No,29,Yes,Yes,No,Yes,No,No,Yes,Two year,No,Mailed check,73.17,2121.93,No
CUST-2300,Female,0,No,Yes,8,Yes,No,Fiber optic,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),72.43,579.44,No
CUST-2099,Female,0,Yes,No,4,No,No,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),69.55,278.2,No
CUST-2349,Female,0,No,No,24,Yes,No,Fiber optic,Yes,No,No,No,Two year,No,Bank transfer (automatic),40.6,974.4,No
CUST-1265,Female,0,No,No,18,Yes,No,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,107.0,1926.0,Yes
CUST-2495,Male,0,No,No,29,Yes,No,DSL,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),60.23,1746.67,No
CUST-2029,Male,0,No,No,25,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),64.15,1603.75,No
CUST-1055,Male,0,No,No,35,Yes,Yes,DSL,No,No,No,No,One year,Yes,Mailed check,103.1,3608.5,Yes
CUST-1120,Male,0,Yes,Yes,23,Yes,Yes,DSL,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),77.99,1793.77,Yes
CUST-1215,Female,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,One year,Yes,Electronic check,49.91,149.73,Yes
CUST-1025,Male,0,Yes,Yes,21,Yes,No,DSL,No,No,Yes,No,Month-to-month,Yes,Mailed check,71.86,1509.06,Yes
CUST-1072,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,Yes,No,One year,No,Electronic check,33.01,33.01,Yes
CUST-1044,Female,0,No,Yes,4,No,No,DSL,No,No,No,No,One year,No,Electronic check,50.54,202.16,Yes
CUST-1247,Male,0,No,No,47,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),60.1,2824.7,Yes
CUST-2221,Male,0,No,No,31,Yes,No,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),40.13,1244.03,No
CUST-1281,Female,0,Yes,Yes,5,No,No,DSL,No,No,Yes,No,Month-to-month,Yes,Electronic check,35.45,177.25,Yes
CUST-2393,Female,0,Yes,Yes,25,Yes,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),92.55,2313.75,No
CUST-2414,Female,0,Yes,No,71,Yes,No,DSL,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),25.02,1776.42,No
CUST-2310,Male,1,No,No,1,No,Yes,Fiber optic,No,Yes,No,No,Two year,No,Electronic check,34.81,34.81,No
CUST-1244,Male,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),28.71,28.71,Yes
CUST-2322,Female,1,Yes,No,35,Yes,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),52.97,1853.95,No
CUST-1321,Male,1,No,No,17,Yes,Yes,DSL,No,No,Yes,Yes,Month-to-month,No,Mailed check,48.62,826.54,Yes
CUST-2143,Male,0,No,No,34,No,No phone service,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,40.25,1368.5,No
CUST-1158,Male,1,Yes,No,3,Yes,No phone service,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),77.35,232.05,Yes
CUST-2477,Female,0,Yes,No,37,Yes,No,DSL,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),45.94,1699.78,No
CUST-1429,Female,0,No,Yes,1,Yes,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,40.34,40.34,Yes
CUST-2441,Male,0,Yes,No,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),107.44,6231.52,No
CUST-1462,Male,0,Yes,No,19,Yes,Yes,DSL,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),92.44,1756.36,Yes
CUST-1309,Female,0,Yes,Yes,4,Yes,No,DSL,No,No,No,Yes,Two year,No,Mailed check,59.54,238.16,Yes
CUST-2197,Male,0,Yes,No,72,Yes,No,Fiber optic,No,Yes,Yes,Yes,Two year,Yes,Mailed check,73.33,5279.76,No
CUST-1060,Male,0,Yes,No,6,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,23.47,140.82,Yes
CUST-2384,Male,0,Yes,No,41,Yes,No phone service,DSL,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),94.11,3858.51,No
CUST-2095,Male,1,No,Yes,17,Yes,Yes,DSL,No,Yes,No,No,One year,No,Mailed check,27.72,471.24,No
CUST-2267,Male,0,Yes,No,54,Yes,Yes,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),81.61,4406.94,No
CUST-2149,Female,0,Yes,Yes,42,Yes,Yes,DSL,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),65.82,2764.44,No
CUST-2150,Male,0,Yes,Yes,72,Yes,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),46.24,3329.28,No
CUST-2365,Male,0,Yes,No,59,Yes,No,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),78.45,4628.55,No
CUST-2168,Male,0,Yes,Yes,35,Yes,Yes,DSL,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),40.89,1431.15,No
CUST-1298,Male,1,Yes,No,13,Yes,No phone service,DSL,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),67.23,873.99,Yes
CUST-2189,Female,0,Yes,No,58,Yes,No,DSL,No,No,Yes,No,One year,No,Bank transfer (automatic),50.6,2934.8,No
CUST-1314,Female,0,Yes,No,25,Yes,Yes,DSL,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),98.38,2459.5,Yes
CUST-1310,Male,0,Yes,Yes,8,Yes,Yes,Fiber optic,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),95.69,765.52,Yes
CUST-1361,Male,0,No,No,14,Yes,No,DSL,No,Yes,No,No,Month-to-month,Yes,Mailed check,68.66,961.24,Yes
CUST-1479,Male,0,No,No,10,Yes,No,DSL,Yes,No,Yes,No,Month-to-month,No,Electronic check,51.34,513.4,Yes
CUST-1110,Female,1,Yes,No,4,Yes,No,DSL,Yes,No,No,No,One year,Yes,Mailed check,79.79,319.16,Yes
CUST-2489,Male,0,No,No,46,Yes,Yes,DSL,Yes,Yes,Yes,Yes,One year,No,Electronic check,65.35,3006.1,No
CUST-1486,Female,0,Yes,No,1,Yes,No,DSL,No,No,No,Yes,Month-to-month,Yes,Electronic check,88.63,88.63,Yes
CUST-1363,Female,0,Yes,No,11,Yes,No,DSL,No,No,No,No,Month-to-month,No,Electronic check,98.23,1080.53,Yes
CUST-1254,Male,0,No,No,2,Yes,No,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,29.41,58.82,Yes
CUST-1259,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,43.32,43.32,Yes
CUST-2302,Male,0,No,No,21,No,Yes,DSL,No,Yes,No,No,One year,No,Electronic check,56.82,1193.22,No
CUST-2177,Male,0,No,Yes,72,Yes,No,DSL,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),50.76,3654.72,No
CUST-1494,Male,0,No,No,8,No,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Mailed check,95.32,762.56,Yes
CUST-2170,Male,0,Yes,No,43,Yes,No,DSL,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),72.83,3131.69,No
CUST-1377,Male,1,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,56.32,56.32,Yes
CUST-2026,Male,0,Yes,No,66,Yes,No,DSL,No,Yes,Yes,No,Two year,Yes,Electronic check,38.18,2519.88,No
CUST-2345,Female,0,No,No,37,Yes,No,Fiber optic,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),23.6,873.2,No
CUST-1137,Female,0,Yes,No,16,Yes,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),109.89,1758.24,Yes
CUST-1355,Female,1,Yes,No,14,Yes,Yes,No,No,No,No,Yes,One year,No,Mailed check,78.96,1105.44,Yes
CUST-1365,Female,1,Yes,No,6,Yes,No,DSL,No,No,No,No,One year,Yes,Electronic check,70.25,421.5,Yes
CUST-2442,Male,0,No,No,49,Yes,Yes,DSL,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),25.15,1232.35,No
CUST-2249,Male,0,Yes,No,43,Yes,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),40.98,1762.14,No
CUST-2448,Female,0,No,No,51,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,28.47,1451.97,No
CUST-2329,Male,0,Yes,No,46,Yes,No,DSL,No,No,Yes,No,Two year,No,Mailed check,55.53,2554.38,No
CUST-2156,Female,1,No,Yes,48,Yes,Yes,No,Yes,No,No,No,One year,No,Bank transfer (automatic),20.51,984.48,No
CUST-1199,Male,0,Yes,Yes,21,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Mailed check,44.92,943.32,Yes
CUST-1213,Female,1,Yes,No,3,Yes,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,75.79,227.37,Yes
